P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
2024B02760,Bautista,Álvarez,Sandra,sandrabautista@universidad-sysac.edu.mx,sandrabautista90@icloud.com,5574684185,2026-01-23,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Tutor,Sí,38,No,Apoyo familiar,No,NA,19,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2019C02812,Álvarez,Rosales,Ángel Arturo,angelalvarez@universidad-sysac.edu.mx,angel_alvarez@icloud.com,5522626567,2026-01-06,Licenciatura en Diseño Gráfico,LIDN2022MX,5,No,NA,Sí,Económica,Beca de colegiatura,8.9,NA,Con padres o tutores,4,"$10,001-$15,000",Padre,No,NA,NA,Trabajo propio,No,NA,1574,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2024C07319,Hernández,Cruz,Regina,reginahernandez@universidad-sysac.edu.mx,reginahernandez249@yahoo.com,5531328010,2026-02-19,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,35,Sí,Trabajo propio,No,NA,2052,Sí,Ninguno,Primaria,Licenciatura,No,Sí,Sí,Sí,Sí
2023C06155,Castro,Cortés,Daniel,danielcastro@universidad-sysac.edu.mx,daniel_castro99@outlook.com,5624708427,2026-02-17,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,3,Sí,Académica,Beca de colegiatura,7.9,NA,Con otros familiares,3,"$10,001-$15,000",Padre,Sí,25,No,"Trabajo propio, Crédito educativo, Apoyo gubernamental",No,NA,976,Sí,Sí a ambos,Primaria,Licenciatura,No,Sí,Sí,Sí,No
2025B02197,Herrera,Delgado,Javier,javier.herrera@universidad-sysac.edu.mx,NA,5577287850,2026-01-21,Licenciatura en Gastronomía,LIGA2020MX,2,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,2,"$5,001-$10,000",Otro familiar,No,NA,NA,Beca de otra institución,No,NA,1050,No,Solo computadora,Preparatoria,Primaria,Sí,No,Sí,Sí,No
2024C07099,Sandoval,Cabrera,Néstor Néstor,nestor_sandoval@universidad-sysac.edu.mx,nestor.sandoval90@protonmail.com,5563377774,2026-01-10,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,No,NA,Beca de colegiatura,7.4,NA,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,26,No,"Trabajo propio, Apoyo familiar",No,NA,23,No,Solo internet,Posgrado,Primaria,No,Sí,Sí,Sí,Sí
2023A07448,Ruiz,Soto,Mónica,monicaruiz@universidad-sysac.edu.mx,monicaruiz91@outlook.com,5594017065,2026-01-20,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,2,No,NA,Beca de transporte,NA,O941O,Con padres o tutores,4,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,17,Sí,Trabajo propio,No,NA,1151,No,Solo computadora,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2020C05610,Salazar,Navarro,Renata,renata_salazar@universidad-sysac.edu.mx,renatasalazar@live.com.mx,5514863069,2026-01-13,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Madre,No,NA,NA,Apoyo gubernamental,No,NA,973,No,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
2021C02873,Torres,Campos,Sebastián,sebastian_torres@universidad-sysac.edu.mx,sebastian_torres81@icloud.com,8197962554,2026-01-11,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,4,Sí,Económica,Beca de transporte,NA,15040,Con padres o tutores,4,"Menos de $5,000",Padre,Sí,40,No,"Trabajo propio, Crédito educativo",No,NA,2913,Sí,Solo internet,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2023C05147,Guerrero,Mendoza,Ramón,ramon_guerrero@universidad-sysac.edu.mx,ramonguerrero84@hotmail.com,(44) 71466081,2026-01-02,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,2,No,NA,Beca de colegiatura,7.3,NA,En residencia estudiantil,4,"Menos de $5,000",Tutor,No,NA,NA,"Crédito educativo, Ahorro",No,NA,401,Sí,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2021A01985,Estrada,Aguilar,Silvia,silvia.estrada@universidad-sysac.edu.mx,silvia_estrada787@icloud.com,5598871678,2026-06-20,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,Sí,Laboral,Beca de colegiatura,8.4,NA,Con pareja,4,"Menos de $5,000",Padre,No,NA,NA,"Beca de otra institución, Crédito educativo, Ahorro",No,NA,881,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,No
2025A00969,Cortés,Martínez,Gabriela,gabrielacortes@universidad-sysac.edu.mx,gabriela_cortes@hotmail.com,5511790630,2026-02-12,Licenciatura en Contaduría Pública,LICO2020MX,2,Sí,1,No,NA,Beca de transporte,NA,55417,Con padres o tutores,2,"$10,001-$15,000",Madre,Sí,38,No,Trabajo propio,No,NA,1148,No,Solo internet,Preparatoria,Primaria,Sí,No,Sí,Sí,Sí
2020A04541,Cabrera,Velázquez,Juan,juan_cabrera@universidad-sysac.edu.mx,juan.cabrera945@yahoo.com,5551782804,2026-06-13,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,1,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,3,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,25,No,Beca de otra institución,No,NA,1047,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2022A05595,Suárez,Orozco,Oscar,oscar.suarez@universidad-sysac.edu.mx,oscar.suarez95@icloud.com,5564957940,2026-05-26,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$15,001-$25,000",Padre,Sí,30,No,"Trabajo propio, Apoyo familiar",No,NA,2285,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2024C04645,Rangel,Ríos,Alberto,alberto_rangel@universidad-sysac.edu.mx,NA,5593216111,2026-05-06,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,4,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$15,001-$25,000",Madre,No,NA,NA,"Apoyo familiar, Trabajo propio",No,NA,93,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2021C04419,MOLINA,CABRERA,LUCÍA,luciamolina@universidad-sysac.edu.mx,lucia_molina84@outlook.com,5538428103,2026-05-15,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"Menos de $5,000",Padre,Sí,12,No,Trabajo propio,Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",1373,Sí,Solo internet,Primaria,Licenciatura,No,No,Sí,Sí,Sí
2025C01401,Flores,Estrada,Kevin Roberto,kevin.flores@universidad-sysac.edu.mx,NA,56995236200,2026-05-03,Ingeniería en Sistemas Computacionales,LISC2020MX,2,Sí,2,No,NA,Beca de colegiatura,7.0,NA,Con padres o tutores,2,"$5,001-$10,000",Otro familiar,Sí,11,No,Trabajo propio,No,NA,403,No,Solo internet,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
2023B04294,Ramírez,Velázquez,Verónica,veronica_ramirez@universidad-sysac.edu.mx,veronica.ramirez@icloud.com,5534159466,2026-05-15,Licenciatura en Enfermería,LIEN2022MX,4,Sí,1,No,NA,Beca de transporte,NA,15700,Con padres o tutores,5,"Menos de $5,000",El propio estudiante,Sí,33,Sí,Trabajo propio,No,NA,2580,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2019C07476,Carmona,Cruz,Tomás,tomas.carmona@universidad-sysac.edu.mx,tomascarmona84@gmail.com,5546474426,2026-05-02,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de transporte,NA,09450,Con padres o tutores,3,"$10,001-$15,000",Madre,Sí,12,Sí,"Ahorro, Beca de otra institución, Crédito educativo",No,NA,2092,No,Solo internet,Licenciatura,Preparatoria,No,No,No,Sí,Sí
2023A07817,Suárez,Mejía,Ismael,ismael_suarez@universidad-sysac.edu.mx,NA,5565579337,2026-02-10,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"Más de $25,000",Padre,Sí,38,No,Trabajo propio,No,NA,1445,Sí,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2022B06406,Jiménez,Pérez,Karla,karlajimenez@universidad-sysac.edu.mx,karla_jimenez81@live.com.mx,5521999807,2026-02-03,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,2,"$15,001-$25,000",Madre,Sí,5,No,"Trabajo propio, Ahorro, Apoyo gubernamental",Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",2406,Sí,Sí a ambos,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2019A08667,León,López,Antonio,antonio_leon@universidad-sysac.edu.mx,NA,(55) 93434947,2026-06-10,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,2,No,NA,Beca de colegiatura,8.2,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,Sí,23,No,Trabajo propio,No,NA,1532,Sí,Ninguno,Secundaria,Licenciatura,No,No,Sí,Sí,Sí
2025C04962,Cervantes,Cruz,Miguel,miguelcervantes@universidad-sysac.edu.mx,miguelcervantes518@protonmail.com,4415405331,2026-02-08,Maestría en Psicopedagogía,LIPS2020MX,2,No,NA,No,NA,Beca de colegiatura,8.5,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,No,NA,NA,"Crédito educativo, Trabajo propio, Apoyo familiar",No,NA,1873,No,Sí a ambos,Secundaria,Posgrado,No,No,Sí,Sí,Sí
2022C06999,Rangel,Téllez,Valentina Valeria,valentina.rangel@universidad-sysac.edu.mx,valentinarangel@yahoo.com,5579056794,2026-02-16,Licenciatura en Mercadotecnia,LIME2020MX,5,No,NA,No,NA,Beca de colegiatura,8.7,NA,Con otros familiares,7,"Menos de $5,000",Padre,Sí,13,No,"Apoyo gubernamental, Ahorro, Trabajo propio",No,NA,57,No,Solo internet,Preparatoria,Licenciatura,No,No,No,Sí,Sí
2018A00082,Fuentes,García,Ángel,angel.fuentes@universidad-sysac.edu.mx,angel.fuentes@outlook.com,8196138652,2026-02-16,Licenciatura en Educación,LIED2020MX,5,Sí,4,Sí,Otra,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",Padre,Sí,35,No,Ahorro,No,NA,269,Sí,Solo internet,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2025B08331,Rivera,Medina,Citlali,citlali.rivera@universidad-sysac.edu.mx,citlali.rivera484@yahoo.com,5587794826,2026-01-09,Maestría en Psicopedagogía,LIPS2020MX,2,Sí,2,No,NA,Beca de transporte,NA,52132,Con padres o tutores,2,"$15,001-$25,000",Padre,Sí,7,No,"Trabajo propio, Beca de otra institución",No,NA,1716,No,Sí a ambos,Secundaria,Posgrado,No,No,No,Sí,No
2023C03901,Martínez,Mendoza,Yolanda,yolanda_martinez@universidad-sysac.edu.mx,yolanda_martinez@live.com.mx,2288895854,2026-06-24,Licenciatura en Administración de Empresas,LIAD2020MX,5,No,NA,No,NA,Beca de colegiatura,8.7,NA,En residencia estudiantil,2,"$10,001-$15,000",Madre,Sí,10,Sí,"Trabajo propio, Crédito educativo",No,NA,490,No,Solo computadora,Licenciatura,Sin estudios,No,No,Sí,Sí,Sí
2023C05368,Torres,Cruz,Saúl,saul.torres@universidad-sysac.edu.mx,saul_torres98@yahoo.com,5556823443,2026-01-07,Licenciatura en Derecho,LIDE2020MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,2,"$10,001-$15,000",Madre,Sí,18,No,Trabajo propio,No,NA,1888,No,Sí a ambos,Primaria,Licenciatura,No,No,Sí,Sí,Sí
2021A02508,Cruz,Mejía,Lucía,luciacruz@universidad-sysac.edu.mx,lucia.cruz@icloud.com,8128329871,2026-05-28,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,Sí,Académica,Beca de colegiatura,8.1,NA,Con otros familiares,2,"$15,001-$25,000",Otro familiar,Sí,25,No,"Trabajo propio, Apoyo gubernamental",No,NA,1780,Sí,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2019B05015,Castillo,Salazar,Diego,diegocastillo@universidad-sysac.edu.mx,diego_castillo86@live.com.mx,5530432709,2026-02-21,Licenciatura en Mercadotecnia,LIME2020MX,5,Sí,6,No,NA,Beca de colegiatura,5.7,NA,Con padres o tutores,2,"$10,001-$15,000",Madre,Sí,12,No,"Apoyo familiar, Apoyo gubernamental, Trabajo propio",No,NA,875,Sí,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2022C04215,Ríos,Bautista,Ismael Roberto,ismaelrios@universidad-sysac.edu.mx,ismaelrios@icloud.com,4491779880,2026-01-21,Licenciatura en Educación,LIED2020MX,5,No,NA,No,NA,Beca de colegiatura,8.9,NA,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,26,Sí,Ahorro,No,NA,912,Sí,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
2022B09932,Zavala,Gómez,Laura Luz,laura_zavala@universidad-sysac.edu.mx,laurazavala@yahoo.com.mx,3315046484,2026-06-16,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,No,NA,Beca de transporte,NA,14200,Con padres o tutores,6,"$5,001-$10,000",Madre,No,NA,NA,Crédito educativo,No,NA,1184,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2023B09037,Espinoza,Bautista,Carlos,carlos_espinoza@universidad-sysac.edu.mx,carlos_espinoza@hotmail.com,4440330288,2026-06-08,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$10,001-$15,000",Padre,Sí,8,No,Trabajo propio,No,NA,900,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2023C02912,Sandoval,Medina,Sebastián Alan,sebastian.sandoval@universidad-sysac.edu.mx,sebastian_sandoval92@yahoo.com,5543162434,2026-02-11,Ingeniería Industrial,LIIN2020MX,4,No,NA,Sí,Económica,Beca de colegiatura,8.5,NA,Con padres o tutores,1,"$10,001-$15,000",Padre,Sí,10,No,"Ahorro, Beca de otra institución",No,NA,969,No,Solo internet,Licenciatura,Primaria,No,Sí,Sí,Sí,Sí
2018C09749,Molina,Sánchez,Antonio David,antoniomolina@universidad-sysac.edu.mx,antoniomolina194@protonmail.com,8110400976,2026-01-04,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,6,Sí,Económica,Beca de colegiatura,6.0,NA,Con pareja,1,"$10,001-$15,000",Tutor,No,NA,NA,"Beca de otra institución, Crédito educativo, Ahorro",No,NA,1490,No,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,No
2021A04182,Flores,Mendoza,Isabel,isabel.flores@universidad-sysac.edu.mx,isabelflores449@live.com.mx,5543893373,2026-01-13,Licenciatura en Gastronomía,LIGA2020MX,5,No,NA,No,NA,Beca de colegiatura,8.6,NA,Con padres o tutores,5,"$5,001-$10,000",Padre,Sí,17,No,"Trabajo propio, Apoyo gubernamental",No,NA,659,Sí,Sí a ambos,Posgrado,Secundaria,No,No,Sí,Sí,Sí
2021B07358,Vargas,Palacios,Pablo,pablo_vargas@universidad-sysac.edu.mx,pablo.vargas274@yahoo.com,4495503873,2026-05-15,Licenciatura en Enfermería,LIEN2022MX,4,Sí,6,Sí,Laboral,Beca de transporte,NA,014720,Con otros familiares,5,"Menos de $5,000",Madre,No,NA,NA,"Apoyo familiar, Ahorro",No,NA,2177,No,Sí a ambos,Secundaria,Primaria,Sí,No,Sí,Sí,Sí
2024B10055,Valencia,Palacios,Diego,diego.valencia@universidad-sysac.edu.mx,diegovalencia595@yahoo.com.mx,5559663321,2026-05-29,Licenciatura en Educación,LIED2020MX,4,Sí,6,Sí,Otra,Beca de colegiatura,6.1,NA,Con padres o tutores,4,"$10,001-$15,000",Padre,No,NA,NA,"Ahorro, Apoyo familiar, Trabajo propio",No,NA,425,Sí,Solo computadora,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2022C05054,LEÓN,JIMÉNEZ,NORMA,norma_leon@universidad-sysac.edu.mx,normaleon@protonmail.com,5526540364,2026-01-23,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,4,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo gubernamental,Sí,"Beca Benito Juárez $1,600",319,No,Sí a ambos,Primaria,Primaria,Sí,Sí,Sí,Sí,Sí
2023B00587,Ramos,Vargas,Andrea,andrea_ramos@universidad-sysac.edu.mx,andrearamos930@hotmail.com,NA,2026-06-09,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,4,No,NA,Beca de transporte,NA,02030,Con otros familiares,3,"$10,001-$15,000",El propio estudiante,Sí,47,No,Ahorro,No,NA,2589,No,Solo internet,Secundaria,Secundaria,Sí,Sí,Sí,Sí,No
2023C05181,Muñoz,Ramírez,Leonardo Néstor,leonardo_munoz@universidad-sysac.edu.mx,leonardomunoz@gmail.com,8131908821,2026-06-05,Licenciatura en Educación,LIED2020MX,5,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,6,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,"Apoyo familiar, Apoyo gubernamental",No,NA,1988,Sí,Sí a ambos,Preparatoria,Posgrado,No,Sí,No,Sí,Sí
2021B07670,Ríos,Mejía,Carmen,carmen_rios@universidad-sysac.edu.mx,carmen_rios441@yahoo.com.mx,5662477803,2026-01-10,Licenciatura en Administración de Empresas,LIAD2020MX,5,No,NA,No,NA,Beca de colegiatura,8.7,NA,Con padres o tutores,5,"$5,001-$10,000",Padre,Sí,34,Sí,"Trabajo propio, Crédito educativo",No,NA,1411,Sí,Sí a ambos,Primaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2019A08234,González,Delgado,Brenda,brendagonzalez@universidad-sysac.edu.mx,brenda.gonzalez@icloud.com,5543504242,2026-05-07,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,6,No,NA,Beca de transporte,NA,54330,Con padres o tutores,1,"Más de $25,000",El propio estudiante,Sí,26,No,"Trabajo propio, Ahorro, Apoyo gubernamental",No,NA,1328,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2019C01148,Guerrero,Bautista,Andrea,andreaguerrero@universidad-sysac.edu.mx,andrea_guerrero@gmail.com,4454284732,2026-05-13,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,7,"Menos de $5,000",El propio estudiante,Sí,34,Sí,Trabajo propio,No,NA,788,No,Solo internet,Secundaria,Posgrado,No,No,Sí,Sí,Sí
2023B08959,Soto,Torres,Oscar Daniel,oscarsoto@universidad-sysac.edu.mx,NA,5556481713,2026-06-03,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",El propio estudiante,Sí,44,No,"Apoyo gubernamental, Trabajo propio",No,NA,268,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2025C06371,Molina,Valencia,Carlos,carlosmolina@universidad-sysac.edu.mx,carlos_molina91@icloud.com,2260967763,2026-01-15,Licenciatura en Gastronomía,LIGA2020MX,2,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Otro familiar,No,NA,NA,Beca de otra institución,No,NA,2369,No,Solo computadora,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2025C09317,Bautista,Silva,Eduardo Erick,eduardo_bautista@universidad-sysac.edu.mx,eduardo.bautista84@protonmail.com,4486332369,2026-02-14,Licenciatura en Enfermería,LIEN2022MX,2,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$15,001-$25,000",Madre,Sí,12,No,Trabajo propio,No,NA,477,No,Solo internet,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2023A09205,Bautista,Estrada,Montserrat,montserrat_bautista@universidad-sysac.edu.mx,montserratbautista95@outlook.com,4451190784,2026-01-03,Licenciatura en Derecho,LIDE2020MX,4,No,NA,Sí,Académica,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,5,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,6,No,"Apoyo familiar, Apoyo gubernamental",No,NA,1074,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2024C09347,Zavala,Acosta,Gabriel Juan,gabriel_zavala@universidad-sysac.edu.mx,NA,5581610502,2026-02-06,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Padre,Sí,6,No,Ahorro,No,NA,1710,No,Sí a ambos,Licenciatura,Licenciatura,No,No,No,Sí,No
2024C02368,OROZCO,PÉREZ,GUSTAVO,gustavoorozco@universidad-sysac.edu.mx,gustavo_orozco90@outlook.com,2214693184,2026-02-03,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",Padre,No,NA,NA,"Beca de otra institución, Ahorro",No,NA,862,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,No,Sí,Sí
2023B09624,Moreno,León,Elena,elenamoreno@universidad-sysac.edu.mx,elena.moreno@live.com.mx,3376445250,2026-05-15,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con pareja,5,"Menos de $5,000",Madre,Sí,37,No,Beca de otra institución,No,NA,2459,Sí,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2024B07581,Núñez,García,Perla,perlanunez@universidad-sysac.edu.mx,perla.nunez@yahoo.com.mx,2246931332,2026-01-06,Licenciatura en Administración de Empresas,LIAD2020MX,4,No,NA,Sí,Económica,Beca de colegiatura,8.0,NA,Con pareja,2,"$15,001-$25,000",Madre,No,NA,NA,"Beca de otra institución, Apoyo familiar",No,NA,2014,No,Sí a ambos,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2022A04586,Ortiz,Trejo,José,joseortiz@universidad-sysac.edu.mx,jose.ortiz@gmail.com,8133021580,2026-02-12,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,"Ahorro, Apoyo gubernamental",No,NA,873,No,Sí a ambos,Preparatoria,Posgrado,No,Sí,Sí,Sí,Sí
2023A02507,Domínguez,Flores,Andrés Leonardo,andres_dominguez@universidad-sysac.edu.mx,NA,5561112890,2026-05-18,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de transporte,NA,14740,Con pareja,4,"$5,001-$10,000",Padre,Sí,20,No,"Apoyo familiar, Trabajo propio",No,NA,3487,No,Solo computadora,Posgrado,Primaria,No,No,Sí,Sí,Sí
2022B08491,Ramírez,Díaz,Ana,ana.ramirez@universidad-sysac.edu.mx,ana_ramirez848@gmail.com,4447726495,2026-01-09,Licenciatura en Educación,LIED2020MX,5,Sí,3,Sí,Económica,Beca de transporte,NA,O87OO,Con padres o tutores,2,"$15,001-$25,000",Padre,No,NA,NA,"Apoyo gubernamental, Apoyo familiar",No,NA,1112,No,Solo computadora,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2022C02657,Rosales,Ramos,Citlali,citlali_rosales@universidad-sysac.edu.mx,NA,5571838260,2026-06-22,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,No,NA,Beca de colegiatura,8.6,NA,Con otros familiares,2,"$10,001-$15,000",Padre,No,NA,NA,"Apoyo familiar, Beca de otra institución",No,NA,647,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2023A05052,Díaz,Álvarez,Luis,luis_diaz@universidad-sysac.edu.mx,luisdiaz820@protonmail.com,8175774837,2026-02-22,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"$5,001-$10,000",El propio estudiante,Sí,43,Sí,"Ahorro, Crédito educativo",No,NA,1237,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,No
2023C06675,León,Ibarra,Francisco Ramón,francisco.leon@universidad-sysac.edu.mx,francisco.leon905@protonmail.com,3359173529,2026-02-25,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"Más de $25,000",El propio estudiante,Sí,48,No,Trabajo propio,Sí,Beca municipal $800,1075,No,Sí a ambos,Primaria,Sin estudios,Sí,Sí,Sí,Sí,No
2023B05851,Lara,Rodríguez,Jessica Montserrat,jessica.lara@universidad-sysac.edu.mx,NA,3388655887,2026-06-05,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,4,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Otro familiar,Sí,9,No,Crédito educativo,No,NA,1964,Sí,Sí a ambos,Licenciatura,Preparatoria,No,Sí,Sí,Sí,Sí
2023C08190,Ortiz,Ibarra,Perla Sofía,perla.ortiz@universidad-sysac.edu.mx,perla_ortiz455@yahoo.com.mx,5689777769,2026-01-09,Licenciatura en Derecho,LIDE2020MX,4,Sí,3,Sí,Personal/Familiar,Beca de transporte,NA,07020,Con pareja,4,"$15,001-$25,000",Padre,No,NA,NA,"Crédito educativo, Apoyo gubernamental",No,NA,1953,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2024A07506,Mendoza,Contreras,Citlali Andrea,citlali_mendoza@universidad-sysac.edu.mx,citlali.mendoza@protonmail.com,5592022017,2026-01-07,Licenciatura en Enfermería,LIEN2022MX,4,Sí,6,No,NA,Beca de colegiatura,6.8,NA,Con padres o tutores,5,"$10,001-$15,000",Madre,Sí,26,No,Ahorro,No,NA,603,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
